epoch,dice_loss,loss,val_dice_loss,val_loss
82,0.13107377290725708,0.14755751192569733,0.13602730631828308,0.15549424290657043
83,0.13225477933883667,0.1492353230714798,0.11987759917974472,0.13585889339447021
84,0.1299886405467987,0.14569833874702454,0.21247433125972748,0.24722036719322205
85,0.14816245436668396,0.16580305993556976,0.14252635836601257,0.16228879988193512
86,0.13131143152713776,0.1479877084493637,0.15760955214500427,0.17869378626346588
87,0.13195201754570007,0.1486552208662033,0.1385190486907959,0.1566549390554428
88,0.1305522918701172,0.147281214594841,0.13011156022548676,0.14788423478603363
89,0.1288868933916092,0.14562444388866425,0.12336224317550659,0.13985775411128998
90,0.12753750383853912,0.14386561512947083,0.138437420129776,0.15742722153663635
91,0.12783068418502808,0.14407145977020264,0.1199224591255188,0.1353365033864975
92,0.12752282619476318,0.14367039501667023,0.12345518916845322,0.14117051661014557
93,0.1253471076488495,0.14146628975868225,0.13437315821647644,0.15181756019592285
94,0.12707892060279846,0.14235839247703552,0.13933821022510529,0.15884549915790558
95,0.14479105174541473,0.16334441304206848,0.12875480949878693,0.14580775797367096
96,0.13161437213420868,0.14819495379924774,0.14752888679504395,0.1688200831413269
97,0.12682002782821655,0.14324556291103363,0.11302065849304199,0.12742529809474945
98,0.12307825684547424,0.1388925462961197,0.1181953027844429,0.13304050266742706
99,0.1217542365193367,0.137215718626976,0.11794599145650864,0.13301347196102142
